Tarih,Sembol,Fiyat,Hacim,Değişim (%)
2026-02-23 19:15:00,ETH-USD,1859.86,224180224,-0.18
2026-02-23 19:20:00,ETH-USD,1853.79,20570112,-0.33
2026-02-23 19:25:00,ETH-USD,1854.12,79063040,0.02
2026-02-23 19:30:00,ETH-USD,1854.47,436228096,0.02
2026-02-23 19:35:00,ETH-USD,1851.21,29294592,-0.18
2026-02-23 19:40:00,ETH-USD,1851.71,270018560,0.03
2026-02-23 19:45:00,ETH-USD,1853.75,107722752,0.11
2026-02-23 19:50:00,ETH-USD,1854.01,44906496,0.01
2026-02-23 19:55:00,ETH-USD,1857.32,35450880,0.18
2026-02-23 20:00:00,ETH-USD,1855.24,242149376,-0.11
2026-02-23 20:05:00,ETH-USD,1856.15,29157376,0.05
2026-02-23 20:10:00,ETH-USD,1850.44,61140992,-0.31
2026-02-23 20:15:00,ETH-USD,1849.85,46669824,-0.03
2026-02-23 20:20:00,ETH-USD,1853.39,61104128,0.19
2026-02-23 20:25:00,ETH-USD,1849.68,242171904,-0.2
2026-02-23 20:30:00,ETH-USD,1855.72,279013376,0.33
2026-02-23 20:35:00,ETH-USD,1855.46,39673856,-0.01
2026-02-23 20:40:00,ETH-USD,1856.3,214292480,0.05
2026-02-23 20:45:00,ETH-USD,1856.32,15456256,0.0
2026-02-23 20:50:00,ETH-USD,1858.04,538501120,0.09
